rank,id_compra,id_compra_item,numero_controle_PNCP,ID_contratacao_PNCP,orgao_cnpj,orgao_razao_social,unidade_orgao,municipio,uf,ibge,modalidade,fornecedor_cnpj,fornecedor_nome,item_desc,item_desc_detalhada,material_ou_servico,cod_item_catalogo,catalog_code,catalog_match,qty,unidade_medida,unit_price,total,qty_band,quarter,peer_n,median,mad,score,score_kind,data_error,data_error_qty_x_price_over_total,source_item_url,source_compra_url,pncp_id,pncp_consulta
84,92668705900752024,9266870590075202400001,32504706000187-1-000155/2024,32504706000187-1-000155/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,10376365000179,FICAPOCOS FIOS & CABOS LTDA,Terminal elétrico,"Terminal Elétrico Material: Cobre , Revestimento: Revestimento Isolante Tpt 10 , Aplicação: Cabo Elétrico , Fixação: Por Compressão , Lingueta: Forquilha , Formato Corpo: Circular",Material,487710,487710,catmat,30.000000,Unidade,35.950000,1078.500000,11-100,2024Q3,4,4.480000,1.495000,21.050167,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000155/2024,https://pncp.gov.br/app/editais/32504706000187-1-000155/2024
85,45006807001132024,4500680700113202400010,32512501000143-1-000248/2024,32512501000143-1-000248/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Inexigibilidade,31848674000174,ASSOCIACAO DOS PRODUTORES FAMILIARES DE SANTA RITA,Verdura In Natura tipo: espinafre,Verdura In Natura tipo: espinafre,Material,463824,463824,catmat,1320.000000,Quilograma,21.620000,28538.400000,1001+,2024Q4,4,4.325000,0.825000,20.963636,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000248/2024,https://pncp.gov.br/app/editais/32512501000143-1-000248/2024
86,92776105901012024,9277610590101202400008,29063294000182-1-000181/2024,29063294000182-1-000181/2024,29063294000182,SERVICO AUTONOMO HOSPITALAR,SERVIÇO AUTONOMO HOSPITALAR DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Sulfato ferroso,Sulfato Ferroso Dosagem Ferro: 40mg De Ferro Ii,Material,292344,292344,catmat,720.000000,Comprimido,0.680000,489.600000,101-1000,2024Q4,3,0.060000,0.030000,20.666667,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,29063294000182-1-000181/2024,https://pncp.gov.br/app/editais/29063294000182-1-000181/2024
87,92668705900812024,9266870590081202400052,32504706000187-1-000168/2024,32504706000187-1-000168/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Disjuntor média tensão,"Disjuntor Média Tensão Características Adicionais: Caixa Moldada , Capacidade Interrupção Simétrica: 25 KA, Aplicação: Instalação Elétrica , Classe Tensão: 380 V, Corrente Nominal: 80 A, Tipo: Tripolar",Material,616962,616962,catmat,3.000000,Unidade,1578.500000,4735.500000,2-10,2024Q3,9,121.500000,72.340000,20.141001,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000168/2024,https://pncp.gov.br/app/editais/32504706000187-1-000168/2024
88,45006803900212024,4500680390021202400001,32512501000143-1-000191/2024,32512501000143-1-000191/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Concorrência - Eletrônica,,,Obras Civis - Pequenas Obras / Pintura em Geral,,Serviço,,,none,1.000000,UN,824834.720000,824834.720000,1,2024Q4,4,81227.845000,38434.925000,19.347166,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000191/2024,https://pncp.gov.br/app/editais/32512501000143-1-000191/2024
89,45006805900692024,4500680590069202400027,32512501000143-1-000104/2024,32512501000143-1-000104/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,52813485000136,HYDROLUZ LTDA,Broca,"Broca Material: Metal Duro , Tipo Haste: Cilíndrica , Comprimento: 8 MM, Aplicação: Usinagem , Diâmetro 1: 3,15 MM, Normas Técnicas: Din 333-A",Material,620481,620481,catmat,15.000000,Unidade,90.000000,1350.000000,11-100,2024Q3,6,7.130000,4.300000,19.272093,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000104/2024,https://pncp.gov.br/app/editais/32512501000143-1-000104/2024
90,45006805000232024,4500680500023202400075,32512501000143-1-000028/2024,32512501000143-1-000028/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Presencial,,,Pão,"Pão Base: Farinha De Trigo Enriquecida, Ferro E Ácido Fólico , Tipo: Mini , Tipo Adicional: De Leite , Ingredientes Adicionais: Leite Integral Em Pó, Óleo Vegetal, Ovo, Fermento , Característica Adicional: Pesando Em Média 20 Gramas",Material,617553,617553,catmat,37000.000000,Unidade,0.500000,18500.000000,1001+,2024Q2,4,11.885000,0.605000,18.818182,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000028/2024,https://pncp.gov.br/app/editais/32512501000143-1-000028/2024
91,92685005901352024,9268500590135202400015,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Água Destilada,Água Destilada Aspecto Físico: Estéril E Apirogênica,Material,276839,276839,catmat,13000.000000,"Bolsa 100,00 ML",4.800000,62400.000000,1001+,2024Q4,5,0.460000,0.240000,18.083333,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
92,92668705900752024,9266870590075202400005,32504706000187-1-000155/2024,32504706000187-1-000155/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,10376365000179,FICAPOCOS FIOS & CABOS LTDA,Luva emenda compressão,"Luva Emenda Compressão Aplicação: Instalação Elétrica , Material: Ferro Zincado , Bitola Condutor: 25 M",Material,419850,419850,catmat,30.000000,Unidade,29.440000,883.200000,11-100,2024Q3,4,4.210000,1.410000,17.893617,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000155/2024,https://pncp.gov.br/app/editais/32504706000187-1-000155/2024
93,45006805900712024,4500680590071202400134,32512501000143-1-000102/2024,32512501000143-1-000102/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Pasta arquivo,"Pasta Arquivo Material: Plástico Opaco , Tipo:  L , Largura: 350 MM, Altura: 230 MM, Cor: Incolor",Material,419359,419359,catmat,500.000000,Unidade,22.330000,11165.000000,101-1000,2024Q3,4,21.705000,0.035000,17.857143,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000102/2024,https://pncp.gov.br/app/editais/32512501000143-1-000102/2024
94,45006807000972024,4500680700097202400001,32512501000143-1-000225/2024,32512501000143-1-000225/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Inexigibilidade,35290910000130,35.290.910 ROSILAINE BRAZ MACIEL,Apresentação Artística / Musical / Canto / Coral Apresentação Artística / Musical / Canto / Coral,,Serviço,,,none,1.000000,UNIDADE,20000.000000,20000.000000,1,2024Q4,38,1530.000000,1080.000000,17.101852,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000225/2024,https://pncp.gov.br/app/editais/32512501000143-1-000225/2024
95,92668705900622024,9266870590062202400009,32504706000187-1-000128/2024,32504706000187-1-000128/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,10614837000184,LICITEC COMERCIAL LTDA,Reagente,"Reagente Tipo 5: Conjunto Completo , Tipo De Análise: Qualitativo Cd8+ Lambda (Fitc)/Cd56+ Kappa (Pe) , Método: Citometria De Fluxo , Apresentação 5: Teste",Material,615714,615714,catmat,1.000000,Unidade,3531.000000,3531.000000,1,2024Q3,21,234.090000,193.590000,17.030373,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000128/2024,https://pncp.gov.br/app/editais/32504706000187-1-000128/2024
96,92668705900752024,9266870590075202400009,32504706000187-1-000155/2024,32504706000187-1-000155/2024,32504706000187,SERVICO AUTONOMO DE AGUA E ESGOTO SAAE,SERVICO AUTON DE AGUA E ESG DE VOLTA REDONDA,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,20595749000136,ANA CAROLINA MARQUES GUIMARAES LTDA,Cabo elétrico flexível,"Cabo Elétrico Flexível Material: Cobre Eletrolítico Nu , Tensão Isolamento: 750 V, Seção Nominal Condutor: 120 MM2, Características Adicionais: Condutor Interno Na Cor Do Fabricante , Material Isolamento Condutor: Pvc Anti-Chama , Têmpera Condutor: Mole Classe 5 , Formação Condutor: 1",Material,307367,307367,catmat,300.000000,Metro,192.990000,57897.000000,101-1000,2024Q3,4,33.700000,9.735000,16.362609,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32504706000187-1-000155/2024,https://pncp.gov.br/app/editais/32504706000187-1-000155/2024
97,45006805901042024,4500680590104202400036,32512501000143-1-000212/2024,32512501000143-1-000212/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,39421287000169,ULTRA MAX COMERCIAL LTDA,Interruptor,"INTERRUPTOR, TIPO EMBUTIR, QUANTIDADE PÓLOS 2 UN, QUANTIDADE SEÇÕES 1 UN,QUANTIDADE ALAVANCAS 1 UN, CARACTERÍSTICAS ADICIONAIS ESPELHO",Material,212360,212360,catmat,14.000000,Unidade,36.740000,514.360000,11-100,2024Q4,8,6.035000,1.925000,15.950649,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000212/2024,https://pncp.gov.br/app/editais/32512501000143-1-000212/2024
98,92685005901352024,9268500590135202400041,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Cisatracúrio Besilato,"Cisatracúrio Besilato Concentração: 2MG/ML, Forma Farmaceutica: Solução Injetável",Material,340178,340178,catmat,1100.000000,"Ampola 5,00 ML",24.650000,27115.000000,1001+,2024Q4,3,11.670000,0.820000,15.829268,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
99,92685005901352024,9268500590135202400119,39563911000162-1-000165/2024,39563911000162-1-000165/2024,39563911000162,FUNDO MUNICIPAL DE SAUDE PMVR SMS,FUNDO MUNICIPAL DE SAÚDE DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Pregão - Eletrônico,,,Óxido De Zinco,"Óxido De Zinco Princípio Ativo: Associado Com Vitamina A + Vitamina D, Dosagem: 150mg + 5.000ui + 900ui /G, Apresentação: Pomada",Material,279493,279493,catmat,1100.000000,"Bisnaga 45,00 G",6.630000,7293.000000,1001+,2024Q4,10,3.190000,0.220000,15.636364,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,39563911000162-1-000165/2024,https://pncp.gov.br/app/editais/39563911000162-1-000165/2024
100,45006807001182024,4500680700118202400006,32512501000143-1-000253/2024,32512501000143-1-000253/2024,32512501000143,MUNICIPIO DE VOLTA REDONDA,PREFEITURA MUNICIPAL DE VOLTA REDONDA-RJ,VOLTA REDONDA,RJ,3306305,Inexigibilidade,***.861.487-**,EVELYN DE OLIVEIRA MIRANDA NASCIMENTO,Verdura In Natura tipo: espinafre,Verdura In Natura tipo: espinafre,Material,463824,463824,catmat,200.000000,Quilograma,21.620000,4324.000000,101-1000,2024Q4,6,5.520000,1.030000,15.631068,mad_units,false,,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA_ITEM-2024.csv,https://repositorio.dados.gov.br/seges/comprasgov/anual/2024/comprasGOV-anual-VW_FT_PNCP_COMPRA-2024.csv,32512501000143-1-000253/2024,https://pncp.gov.br/app/editais/32512501000143-1-000253/2024
