idCompra;idCompraItem;idContratacaoPNCP;orgaoEntidadeCnpj;descricaoResumida;descricaodetalhada;materialOuServico;codItemCatalogo;unidadeMedida;quantidade;valorUnitarioEstimado;valorTotal;valorUnitarioResultado;valorTotalResultado;quantidadeResultado;codFornecedor;nomeFornecedor;dataInclusaoPncp;dataAtualizacaoPncp;dataResultado
45228603900062024;4522860390006202400001;01266058000144-1-000062/2024;01266058000144;Manutenção / Reforma Predial;Contratação de empresa especializada para reforma e adequação da Unidade Básica de Saúde do Setor 04.;S;1627.0;UNIDADE;1.0;231163.13;231163.13;165950.94;165950.94;1.0;11006117000107;R & R LTDA;2024-08-08 07:10:09;2024-10-31 12:25:25;2024-10-31
45318707000862024;4531870700086202400001;04279238000159-1-000216/2024;04279238000159;Treinamento na área de administração pública Treinamento na área de administração pública - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CURSO DE CAPACITAÇÃO - CURSO PROVIDÊNCIAS PARA O ENCERRAMENTO DO EXERCÍCIO DE 2024 - NO CONTEXTO DO ENCERRAMENTO DO MANDATO MUNICIPAL   CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CURSO DE CAPACITAÇÃO - CURSO PROVIDÊNCIAS PARA O ENCERRAMENTO DO EXERCÍCIO DE 2024 - NO CONTEXTO DO ENCERRAMENTO DO MANDATO MUNICIPAL.;Treinamento na área de administração pública Treinamento na área de administração pública - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CURSO DE CAPACITAÇÃO - CURSO PROVIDÊNCIAS PARA O ENCERRAMENTO DO EXERCÍCIO DE 2024 - NO CONTEXTO DO ENCERRAMENTO DO MANDATO MUNICIPAL;S;14729.0;UNIDADE;8.0;2650.0;21200.0;2650.0;21200.0;8.0;44689136000126;REALIZAR ESCOLA PROFISSIONALIZANTE UNIPESSOAL LTDA;2024-10-31 16:09:30;2024-10-31 16:12:30;2024-10-31
92517206001002024;9251720600100202400001;05903125000145-1-000016/2024;05903125000145;Estudos e Projetos de Meio Ambiente - Plano Diretor Estudos e Projetos de Meio Ambiente - Plano Diretor;Estudos e Projetos de Meio Ambiente - Plano Diretor Estudos e Projetos de Meio Ambiente - Plano Diretor;S;86.0;UNIDADE;1.0;5890736.84;5890736.84;5890736.84;5890736.84;1.0;21415112000183;FUNDACAO THEODOMIRO SANTIAGO;2024-11-22 10:36:58;2024-11-22 10:39:58;2024-11-22
98030107000412024;9803010700041202400001;05943030000155-1-000086/2024;05943030000155;Consultoria e Assessoria - Organização e Métodos Consultoria e Assessoria - Organização e Métodos;Consultoria e Assessoria - Organização e Métodos Consultoria e Assessoria - Organização e Métodos;S;744.0;UNIDADE;12.0;94200.0;1130400.0;94200.0;1130400.0;12.0;14497469000192;ID4 - ARQUITETURA E SOLUCOES SUSTENTAVEIS LTDA;2024-10-04 10:40:45;2024-10-04 10:43:46;2024-10-04
98002803000052024;9800280300005202400001;01612682000156-1-000001/2024;01612682000156;Obras civis de pavimentação asfáltica;Obras civis de pavimentação asfáltica, drenagem e urbanização de vias da vila Feliz Pinto e Vila Central, no Município de Cantá/RR.;S;1406.0;UNIDADE;1.0;13769850.47;13769850.47;13338362.38;13338362.38;1.0;15715423000165;VERSATIL CONSTRUCOES E ENGENHARIA LTDA;2024-05-15 18:47:44;2024-06-06 14:46:07;2024-06-06
98030306000302024;9803030600030202400001;04653408000113-1-000026/2024;04653408000113;Consultoria e Assessoria - Administração de Material Consultoria e Assessoria - Administração de Material;Consultoria e Assessoria - Administração de Material Consultoria e Assessoria - Administração de Material;S;850.0;UNIDADE;1.0;10243.33;10243.33;9000.0;9000.0;1.0;51808628000159;51.808.628 JACILDO BEZERRA;2024-08-19 14:17:45;2024-08-19 14:20:46;2024-08-19
98031505900042024;9803150590004202400004;04056230000123-1-000004/2024;04056230000123;Fluido de sistema de freio;Fluido De Sistema De Freio Aplicação: Veículo Automotivo;M;246498.0;Litro;200.0;35.66;7132.0;35.66;7132.0;200.0;22578540000190;GONCALVES LIMA E CIA LTDA;2024-09-30 07:04:11;2024-10-17 12:26:50;2024-10-17
98856105900742024;9885610590074202400001;87990800000185-1-000412/2024;87990800000185;Manutenção / reforma predial;Manutenção / reforma predial - Contratação de empresa especializada para execução de obras de manutenção no prédio do antigo CRAS Betânia possibilitando a entrega e encerramento dos contratos de locação, conforme edital e anexos.;S;1627.0;  UN;1.0;14888.9;14888.9;14888.9;14888.9;1.0;21157411000165;CONSULTORIA E ENGENHARIA IRMAOS ABREU LTDA;2024-10-29 07:22:18;2024-12-02 09:17:04;2024-12-02
98861503900072024;9886150390007202400001;87613154000137-1-000139/2024;87613154000137;Obras civis - perfuração de poços;Obras Civis - Perfuração de Poços;S;1902.0;M3;1.0;85942.5;85942.5;85942.5;85942.5;1.0;24475164000133;L&G POCOS ARTESIANOS LTDA;2024-09-09 07:28:28;2024-09-26 11:46:34;2024-09-26
98888103900122024;9888810390012202400001;87613022000105-1-000162/2024;87613022000105;Obras civis de pavimentação asfáltica;Obras civis de pavimentação asfáltica;S;1406.0;UNIDADE;1.0;2709725.53;2709725.53;2709330.3;2709330.3;1.0;11975534000150;RODOVIAS DO SUL PAVIMENTADORA LTDA;2024-08-13 07:15:55;2024-09-09 09:07:13;2024-09-09
98867503900022024;9886750390002202400006;87572079000103-1-000349/2024;87572079000103;Obras civis de parques e praças;1.6. Bancos  1.6.1. Banco concreto 01 - banco de concreto armado, comprimento7,50 m, largura 0,40 m, altura 0,45 m com sobreposição de ripado em madeira, conforme detalhamento  1.6.2. Banco concreto 02 - banco de concreto armado, comprimento 6,00 m, largura 0,40 m, altura 0,45 m com sobreposição de ripado em madeira, conforme detalhamento;S;1350.0;UNIDADE;1.0;7420.58;7420.58;6690.0;6690.0;1.0;46544589000190;VIVAZ SOLUCOES INTEGRADAS LTDA;2024-09-03 07:38:13;2024-10-25 09:12:43;2024-10-25
98815705900672024;9881570590067202400046;83024240000153-1-000218/2024;83024240000153;Manutenção Extintores / Mangueiras - Combate Incêndio;Recarga de Extintor de incêndio portátil 4KG, PQS classe BC capacidade extintora mínima de 20-B:C;S;3662.0;UN;200.0;31.33;6266.0;31.33;6266.0;200.0;78864949000127;CASA DOS FOGOES MOVEIS E ELETRO LTDA;2024-09-30 07:04:42;2024-10-18 15:02:58;2024-10-18
98827903900232024;9882790390023202400001;83021865000161-1-000027/2024;83021865000161;Obras Civis de Pavimentação de Paralelepípedo;AQUISIÇÃO DE EMPREITADA GLOBAL PARA EXECUÇÃO DE PAVIMENTAÇÃO DE PASSEIOS PÚBLICOS EM BLOCOS INTERTRAVADOS, COM FORNECIMENTO DE MATERIAL, EM TRECHOS DA AV. CORONEL ERNESTO BERTASO E RUA SANTO ANGELO, NO MUNICÍPIO DE QUILOMBO/SC.;S;1422.0;  UN;1.0;209094.94;209094.94;209094.94;209094.94;1.0;03931194000137;ARTEFATOS DE CIMENTO QUILOMBO LTDA;2024-10-03 07:04:44;2024-10-30 09:31:27;2024-10-30
98834303902072024;9883430390207202400001;83102491000109-1-000217/2024;83102491000109;Obras Civis de Pavimentação Asfáltica;Contratação de empresa especializada para execução (com fornecimento de mão de obra, materiais e equipamentos necessários) mais serviços preliminares, terraplanagem e sinalização, na pavimentação em piso intertravado no estacionamento na Escola Municipal Professor Emílio da Silva, localizado na Avenida dos Imigrantes, s/n, Bairro Centro, no Município de Schroeder/SC, de acordo com projetos, memorial descritivo, planilha de quantitativos e demais anexos pertinentes.   Prazo de execução: 2(dois) meses.;S;1406.0;  UN;1.0;106918.08;106918.08;88300.0;88300.0;1.0;45632470000106;ARTEPAVI LTDA;2024-10-11 07:04:27;2024-10-29 10:41:07;2024-10-29
98838305990622024;9883830599062202400001;83009860000113-1-000091/2024;83009860000113;Obras civis de edificação prediais;Fornecimento de material e mão de obra para a construção de campo de futebol Society, localizado na rua Levy Linhares nº 730, bairro João Winckler, conforme especificações constantes no edital, Termo de Referência e demais projetos em anexo.;S;1619.0;UNIDADE;1.0;175176.96;175176.96;168800.0;168800.0;1.0;50482484000120;AT PROJETOS TECNICOS E CONSULTORIA LTDA;2024-08-20 07:13:06;2024-09-18 15:24:59;2024-09-18
98624905902592024;9862490590259202400002;46634101000115-1-000335/2024;46634101000115;Ginecologia e Obstetrícia - Diagnose;Ginecologia e Obstetrícia - Diagnose;S;11258.0;  UN;200.0;2200.0;440000.0;2200.0;440000.0;200.0;36241914000191;ZOLTAN MEDICAL LTDA;2024-09-04 07:01:23;2024-10-04 14:46:15;2024-10-04
98626305900272024;9862630590027202400002;44435121000131-1-000119/2024;44435121000131;Fretamento;Características: ônibus convencional, com no mínimo 46 lugares, com ar condicionado, motor traseiro, bancos macios, no máximo 10 anos de uso, motorista incluso.;S;4189.0;UN;11000.0;9.65;106150.0;9.24;101640.0;11000.0;55809859000138;BARIRI AGENCIA DE VIAGENS LTDA;2024-08-29 07:15:10;2024-09-16 11:36:03;2024-09-16
98629107002472024;9862910700247202400001;51885242000140-1-000423/2024;51885242000140;Apresentação Artística / Musical / Canto / Coral Apresentação Artística / Musical / Canto / Coral Conforme o Termo de Referência.;Apresentação Artística / Musical / Canto / Coral Apresentação Artística / Musical / Canto / Coral;S;15830.0;UNIDADE;1.0;10000.0;10000.0;10000.0;10000.0;1.0;21887616000104;ADILSON PONTIN PRODUCOES MUSICAIS;2024-10-17 13:43:07;2024-10-17 13:46:07;2024-10-17
98647707001382024;9864770700138202400001;46319000000150-1-000542/2024;46319000000150;Apresentação Artística / Musical / Canto / Coral Apresentação Artística / Musical / Canto / Coral;Apresentação Artística / Musical / Canto / Coral Apresentação Artística / Musical / Canto / Coral;S;15830.0;UNIDADE;1.0;9000.0;9000.0;9000.0;9000.0;1.0;47876813000103;47.876.813 ANDRE LUIZ MASSUIA BELAO;2024-10-29 13:57:17;2024-10-29 14:00:18;2024-10-24
98671706000442024;9867170600044202400001;45332095000189-1-000197/2024;45332095000189;Manutenção de Veículos Pesados - Parte Mecânica Manutenção de Veículos Pesados - Parte Mecânica;Manutenção de Veículos Pesados - Parte Mecânica Manutenção de Veículos Pesados - Parte Mecânica;S;5878.0;UNIDADE;1.0;2310.0;2310.0;2310.0;2310.0;1.0;01316414000197;HORIZON INSTRUMENTOS TOPOGRAFICOS LTDA;2024-11-04 16:05:55;2024-11-04 16:08:55;2024-11-04
98683503900102024;9868350390010202400001;46189718000179-1-000217/2024;46189718000179;Supervisão / gerenciamento / fiscalização - projeto constru-ção / obras civis;Contratação das obras de fechamento de perímetro e ampliação de uma sala do prédio da UBS Oswaldo Nachbar, localizado na Rua Ricieri Mai, nº O-805   N. H. Maria Elena P. Bertolini - Pederneiras/SP;S;1341.0;  UN;1.0;294985.95;294985.95;249263.13;249263.13;1.0;12028057000188;PEMCEL, PROJETO DE ENGENHARIA, CONSTRUCAO CIVIL, ENGENHARIA E LOCACAO LTDA;2024-09-10 08:19:25;2024-10-21 17:41:17;2024-10-21
98696905902622024;9869690590262202400001;56024581000156-1-000683/2024;56024581000156;Informação sobre eventos sociais, esportivos, culturais  na-cionais e internacionais;Informação sobre eventos sociais, esportivos, culturais  na-cionais e internacionais;S;9938.0;  UN;1.0;118368.0;118368.0;86400.0;86400.0;1.0;21597955000148;ZACARIAS TREINAMENTOS E GERENCIAMENTO DE SERVICOS LTDA;2024-09-27 07:22:43;2024-11-14 17:34:04;2024-11-14
98705305900362024;9870530590036202400001;45368545000193-1-000078/2024;45368545000193;Instalação / manutenção elétrica - predial, industrial;Instalação / manutenção elétrica - predial, industrial;S;5606.0;  UN;1.0;900000.0;900000.0;700200.0;700200.0;1.0;66169889000143;AGNALDO BELCHIOR VITO;2024-10-17 07:10:45;2024-11-04 11:14:58;2024-11-04
98709103900042024;9870910390004202400001;59851600000106-1-000123/2024;59851600000106;Supervisão / gerenciamento / fiscalização - projeto constru-ção / obras civis;Contratação de empresa especializada para Execução de obras de infraestruturaurbana   construção de poço artesiano, no Conjunto Habitacional Jardim Primavera na cidade de São José da Bela Vista -SP, nos termos da DEMANDA   066394   Convênio SDUH-PRC-2024-00006-DM, firmado entre GOVERNO DO ESTADO DE SÃO PAULO por meio da SECRETARIA DE DESENVOLVIMENTO URBANO E HABITAÇÃO -SECRETARIA DA HABITACAO, conforme condições e exigências estabelecidas neste instrumento.;S;1341.0;  UN;1.0;457315.56;457315.56;286900.0;286900.0;1.0;11262124000161;AGUA REAL POCOS ARTESIANOS LTDA;2024-10-22 07:13:01;2024-11-22 16:01:55;2024-11-22
98722505901092024;9872250590109202400001;45787678000102-1-000314/2024;45787678000102;Cenografia;Cenografia - LOCAÇÃO DE CAIXA PRETA – FESTIVAL DE DANÇAS 2024;S;15288.0;  UN;1.0;80000.0;80000.0;62000.0;62000.0;1.0;26356278000190;R.S. OLIVEIRA COMERCIO, SERVICOS E DISTRIBUIDORA LTDA;2024-09-10 08:20:28;2024-09-24 16:17:11;2024-09-24
98931103900012024;9893110390001202400001;01795483000120-1-000036/2024;01795483000120;Obras civis de pavimentação asfáltica;"Pavimentação Asfáltica da estrada vicinal Vera Cruz que dá acesso a Escola Família Agrícola Zé de Deus no município de Colinas do Tocantins/TO, conforme condições, quantitativos e especificações constantes no Projeto Básico, Projeto Pavimentação e Projeto Terraplanagem; Projeto de Drenagem e Projeto de Sinalização, Planilha Orçamentária e Cronograma Físico   Financeiro, Memorial de Cálculo e Memorial Descritivo e Especificação Técnica, e nos demais anexos, os quais integram este Edital, independente de transcrição.";S;1406.0;METRO QUADRADO;1.0;1516562.17;1516562.17;1254766.63;1254766.63;1.0;41617192000167;PLAMONTEC - PLANEJAMENTO OBRAS TERRAPLENAGEM LTDA;2024-07-24 07:10:05;2024-10-14 12:57:13;2024-10-14
